timesteps,trial,premort_adults,postmort_adults,hatch_interval,adult_number,total_mosquito_number,food_recolonize_chance,mort_time,mort_percent,diff,pop_persist,treatment
1000,446,692,543,synch,0,647,0.20,late,50,-149,1,74
1000,447,703,559,synch,0,727,0.20,late,50,-144,1,74
1000,448,749,544,synch,0,608,0.20,late,50,-205,1,74
1000,449,696,547,synch,0,761,0.20,late,50,-149,1,74
1000,450,686,404,synch,0,528,0.20,late,75,-282,1,75
1000,451,671,399,synch,0,428,0.20,late,75,-272,1,75
1000,452,718,399,synch,0,496,0.20,late,75,-319,1,75
1000,453,716,367,synch,0,556,0.20,late,75,-349,1,75
1000,454,691,391,synch,0,570,0.20,late,75,-300,1,75
1000,455,663,413,synch,0,488,0.20,late,75,-250,1,75
1000,456,720,379,synch,0,537,0.20,late,75,-341,1,75
1000,457,685,373,synch,0,543,0.20,late,75,-312,1,75
1000,458,687,425,synch,0,528,0.20,late,75,-262,1,75
1000,459,681,397,synch,0,562,0.20,late,75,-284,1,75
1000,460,693,399,synch,0,520,0.20,late,75,-294,1,75
1000,461,693,404,synch,0,480,0.20,late,75,-289,1,75
1000,462,687,380,synch,0,510,0.20,late,75,-307,1,75
1000,463,671,389,synch,0,512,0.20,late,75,-282,1,75
1000,464,712,400,synch,0,491,0.20,late,75,-312,1,75
1000,465,721,396,synch,0,539,0.20,late,75,-325,1,75
1000,466,670,396,synch,0,584,0.20,late,75,-274,1,75
1000,467,689,371,synch,0,488,0.20,late,75,-318,1,75
1000,468,681,405,synch,0,454,0.20,late,75,-276,1,75
1000,469,700,394,synch,0,504,0.20,late,75,-306,1,75
1000,470,683,374,synch,0,495,0.20,late,75,-309,1,75
1000,471,696,363,synch,0,553,0.20,late,75,-333,1,75
1000,472,714,385,synch,0,632,0.20,late,75,-329,1,75
1000,473,658,397,synch,0,432,0.20,late,75,-261,1,75
1000,474,680,396,synch,0,509,0.20,late,75,-284,1,75
1000,475,698,313,synch,0,273,0.20,late,90,-385,1,76
1000,476,698,292,synch,0,572,0.20,late,90,-406,1,76
1000,477,670,312,synch,0,309,0.20,late,90,-358,1,76
1000,478,665,315,synch,0,299,0.20,late,90,-350,1,76
1000,479,688,288,synch,0,257,0.20,late,90,-400,1,76
1000,480,701,317,synch,0,305,0.20,late,90,-384,1,76
1000,481,691,290,synch,0,556,0.20,late,90,-401,1,76
1000,482,675,285,synch,0,542,0.20,late,90,-390,1,76
1000,483,684,306,synch,0,534,0.20,late,90,-378,1,76
1000,484,678,302,synch,0,556,0.20,late,90,-376,1,76
1000,485,673,310,synch,0,518,0.20,late,90,-363,1,76
1000,486,703,301,synch,0,493,0.20,late,90,-402,1,76
1000,487,753,311,synch,0,333,0.20,late,90,-442,1,76
1000,488,677,293,synch,0,590,0.20,late,90,-384,1,76
1000,489,672,303,synch,0,593,0.20,late,90,-369,1,76
1000,490,651,304,synch,0,447,0.20,late,90,-347,1,76
1000,491,691,309,synch,0,278,0.20,late,90,-382,1,76
1000,492,719,292,synch,0,552,0.20,late,90,-427,1,76
1000,493,727,310,synch,0,500,0.20,late,90,-417,1,76
1000,494,689,315,synch,0,560,0.20,late,90,-374,1,76
1000,495,692,308,synch,0,533,0.20,late,90,-384,1,76
1000,496,651,297,synch,0,569,0.20,late,90,-354,1,76
1000,497,718,294,synch,0,360,0.20,late,90,-424,1,76
1000,498,702,302,synch,0,526,0.20,late,90,-400,1,76
1000,499,668,298,synch,0,272,0.20,late,90,-370,1,76
1000,25,799,791,asynch,23,433,0.20,control,0,-8,1,77
1000,26,820,841,asynch,16,402,0.20,control,0,21,1,77
1000,27,802,862,asynch,25,427,0.20,control,0,60,1,77
1000,28,821,831,asynch,19,374,0.20,control,0,10,1,77
1000,29,822,812,asynch,22,408,0.20,control,0,-10,1,77
1000,30,833,828,asynch,18,425,0.20,control,0,-5,1,77
1000,31,823,848,asynch,16,426,0.20,control,0,25,1,77
1000,32,826,851,asynch,18,464,0.20,control,0,25,1,77
1000,33,833,843,asynch,18,388,0.20,control,0,10,1,77
1000,34,826,833,asynch,16,444,0.20,control,0,7,1,77
1000,35,806,838,asynch,20,462,0.20,control,0,32,1,77
1000,36,831,843,asynch,14,415,0.20,control,0,12,1,77
1000,37,841,859,asynch,25,393,0.20,control,0,18,1,77
1000,38,861,850,asynch,25,428,0.20,control,0,-11,1,77
1000,39,841,829,asynch,13,397,0.20,control,0,-12,1,77
1000,40,842,819,asynch,18,406,0.20,control,0,-23,1,77
1000,41,855,831,asynch,24,402,0.20,control,0,-24,1,77
1000,42,841,856,asynch,16,431,0.20,control,0,15,1,77
1000,43,827,820,asynch,26,405,0.20,control,0,-7,1,77
1000,44,839,814,asynch,22,431,0.20,control,0,-25,1,77
1000,45,861,834,asynch,16,438,0.20,control,0,-27,1,77
1000,46,809,845,asynch,17,432,0.20,control,0,36,1,77
1000,47,831,844,asynch,16,419,0.20,control,0,13,1,77
1000,48,830,842,asynch,22,446,0.20,control,0,12,1,77
1000,49,814,827,asynch,19,380,0.20,control,0,13,1,77
1000,0,683,645,synch,0,927,0.20,control,0,-38,1,78
1000,1,702,724,synch,0,921,0.20,control,0,22,1,78
1000,2,675,709,synch,0,943,0.20,control,0,34,1,78
1000,3,651,667,synch,0,907,0.20,control,0,16,1,78
1000,4,734,669,synch,0,949,0.20,control,0,-65,1,78
1000,5,663,658,synch,0,985,0.20,control,0,-5,1,78
1000,6,676,725,synch,0,928,0.20,control,0,49,1,78
1000,7,691,694,synch,0,983,0.20,control,0,3,1,78
1000,8,704,718,synch,0,958,0.20,control,0,14,1,78
1000,9,713,741,synch,0,920,0.20,control,0,28,1,78
1000,10,703,711,synch,0,968,0.20,control,0,8,1,78
1000,11,666,694,synch,0,922,0.20,control,0,28,1,78
1000,12,675,695,synch,0,953,0.20,control,0,20,1,78
1000,13,662,680,synch,0,925,0.20,control,0,18,1,78
1000,14,733,684,synch,0,927,0.20,control,0,-49,1,78
1000,15,686,708,synch,0,906,0.20,control,0,22,1,78
1000,16,682,678,synch,0,897,0.20,control,0,-4,1,78
1000,17,716,676,synch,0,882,0.20,control,0,-40,1,78
1000,18,696,703,synch,0,964,0.20,control,0,7,1,78
1000,19,685,715,synch,0,944,0.20,control,0,30,1,78
1000,20,683,691,synch,0,838,0.20,control,0,8,1,78
1000,21,662,716,synch,0,936,0.20,control,0,54,1,78
1000,22,699,723,synch,0,931,0.20,control,0,24,1,78
1000,23,733,711,synch,0,929,0.20,control,0,-22,1,78
1000,24,741,698,synch,0,883,0.20,control,0,-43,1,78
568,1114,837,0,asynch,0,0,0.20,early,90,-837,0,79
578,1121,800,0,asynch,0,0,0.20,early,90,-800,0,79
584,1107,813,0,asynch,0,0,0.20,early,90,-813,0,79
586,1111,838,0,asynch,0,0,0.20,early,90,-838,0,79
586,1115,838,0,asynch,0,0,0.20,early,90,-838,0,79
587,1118,783,0,asynch,0,0,0.20,early,90,-783,0,79
590,1112,800,0,asynch,0,0,0.20,early,90,-800,0,79
590,1116,816,0,asynch,0,0,0.20,early,90,-816,0,79
591,1101,808,0,asynch,0,0,0.20,early,90,-808,0,79
591,1102,841,0,asynch,0,0,0.20,early,90,-841,0,79
592,1122,813,0,asynch,0,0,0.20,early,90,-813,0,79
593,1123,834,0,asynch,0,0,0.20,early,90,-834,0,79
599,1104,834,0,asynch,0,0,0.20,early,90,-834,0,79
600,1120,819,0,asynch,0,0,0.20,early,90,-819,0,79
600,1124,816,0,asynch,0,0,0.20,early,90,-816,0,79
602,1106,838,0,asynch,0,0,0.20,early,90,-838,0,79
605,1105,801,0,asynch,0,0,0.20,early,90,-801,0,79
605,1119,836,0,asynch,0,0,0.20,early,90,-836,0,79
606,1117,837,0,asynch,0,0,0.20,early,90,-837,0,79
614,1110,850,0,asynch,0,0,0.20,early,90,-850,0,79
615,1109,831,0,asynch,0,0,0.20,early,90,-831,0,79
615,1113,810,0,asynch,0,0,0.20,early,90,-810,0,79
616,1108,829,0,asynch,0,0,0.20,early,90,-829,0,79
630,1230,718,0,synch,0,0,0.20,early,90,-718,0,79
661,1103,833,2,asynch,0,0,0.20,early,90,-831,0,79
681,1100,846,3,asynch,0,0,0.20,early,90,-843,0,80
700,1225,692,4,synch,0,0,0.20,early,90,-688,0,80
700,1228,662,1,synch,0,0,0.20,early,90,-661,0,80
700,1234,672,1,synch,0,0,0.20,early,90,-671,0,80
700,1236,724,1,synch,0,0,0.20,early,90,-723,0,80
700,1238,682,2,synch,0,0,0.20,early,90,-680,0,80
700,1240,704,2,synch,0,0,0.20,early,90,-702,0,80
700,1244,712,2,synch,0,0,0.20,early,90,-710,0,80
770,1229,688,6,synch,0,0,0.20,early,90,-682,0,80
770,1235,715,7,synch,0,0,0.20,early,90,-708,0,80
770,1239,704,7,synch,0,0,0.20,early,90,-697,0,80
770,1243,698,12,synch,0,0,0.20,early,90,-686,0,80
770,1248,693,6,synch,0,0,0.20,early,90,-687,0,80
792,1076,828,83,asynch,0,0,0.20,early,75,-745,0,80
795,1086,820,99,asynch,0,0,0.20,early,75,-721,0,80
834,1084,837,79,asynch,0,0,0.20,early,75,-758,0,80
840,1098,791,137,asynch,0,0,0.20,early,75,-654,0,80
840,1232,691,6,synch,0,0,0.20,early,90,-685,0,80
840,1233,689,7,synch,0,0,0.20,early,90,-682,0,80
840,1241,704,7,synch,0,0,0.20,early,90,-697,0,80
840,1242,697,3,synch,0,0,0.20,early,90,-694,0,80
866,1077,852,65,asynch,0,0,0.20,early,75,-787,0,80
889,1096,853,128,asynch,0,0,0.20,early,75,-725,0,80
910,1226,729,9,synch,0,0,0.20,early,90,-720,0,80
910,1231,693,8,synch,0,0,0.20,early,90,-685,0,80
910,1237,691,6,synch,0,0,0.20,early,90,-685,0,81
910,1245,692,7,synch,0,0,0.20,early,90,-685,0,81
910,1246,697,8,synch,0,0,0.20,early,90,-689,0,81
910,1247,694,8,synch,0,0,0.20,early,90,-686,0,81
910,1249,670,9,synch,0,0,0.20,early,90,-661,0,81
925,1089,826,143,asynch,0,0,0.20,early,75,-683,0,81
927,1091,827,135,asynch,0,0,0.20,early,75,-692,0,81
944,1097,845,88,asynch,0,0,0.20,early,75,-757,0,81
945,1094,820,145,asynch,0,0,0.20,early,75,-675,0,81
958,1087,814,120,asynch,0,0,0.20,early,75,-694,0,81
958,1095,850,122,asynch,0,0,0.20,early,75,-728,0,81
977,1099,812,103,asynch,0,0,0.20,early,75,-709,0,81
978,1093,834,132,asynch,0,0,0.20,early,75,-702,0,81
980,1227,658,10,synch,0,0,0.20,early,90,-648,0,81
1000,1000,853,877,asynch,23,392,0.20,early,10,24,1,81
1000,1001,849,858,asynch,22,404,0.20,early,10,9,1,81
1000,1002,814,896,asynch,22,408,0.20,early,10,82,1,81
1000,1003,815,863,asynch,18,366,0.20,early,10,48,1,81
1000,1004,860,849,asynch,15,396,0.20,early,10,-11,1,81
1000,1005,864,848,asynch,15,389,0.20,early,10,-16,1,81
1000,1006,856,857,asynch,25,393,0.20,early,10,1,1,81
1000,1007,838,856,asynch,16,362,0.20,early,10,18,1,81
1000,1008,827,850,asynch,15,383,0.20,early,10,23,1,81
1000,1009,821,871,asynch,21,404,0.20,early,10,50,1,81
1000,1010,850,876,asynch,13,389,0.20,early,10,26,1,81
1000,1011,804,859,asynch,19,386,0.20,early,10,55,1,82
1000,1012,815,865,asynch,22,421,0.20,early,10,50,1,82
1000,1013,849,828,asynch,19,397,0.20,early,10,-21,1,82
1000,1014,819,881,asynch,22,408,0.20,early,10,62,1,82
1000,1015,844,848,asynch,14,382,0.20,early,10,4,1,82
1000,1016,831,875,asynch,27,397,0.20,early,10,44,1,82
1000,1017,827,869,asynch,12,351,0.20,early,10,42,1,82
1000,1018,830,860,asynch,14,402,0.20,early,10,30,1,82
1000,1019,846,853,asynch,21,385,0.20,early,10,7,1,82
1000,1020,813,859,asynch,18,425,0.20,early,10,46,1,82
1000,1021,828,907,asynch,14,423,0.20,early,10,79,1,82
1000,1022,850,841,asynch,17,376,0.20,early,10,-9,1,82
1000,1023,845,848,asynch,24,379,0.20,early,10,3,1,82
1000,1024,819,851,asynch,26,411,0.20,early,10,32,1,82
1000,1025,841,955,asynch,28,388,0.20,early,25,114,1,82
1000,1026,854,945,asynch,18,379,0.20,early,25,91,1,82
1000,1027,824,918,asynch,23,396,0.20,early,25,94,1,82
1000,1028,846,938,asynch,20,365,0.20,early,25,92,1,82
1000,1029,824,931,asynch,24,413,0.20,early,25,107,1,82
1000,1030,827,952,asynch,29,387,0.20,early,25,125,1,82
1000,1031,825,933,asynch,21,367,0.20,early,25,108,1,82
1000,1032,828,892,asynch,21,404,0.20,early,25,64,1,82
1000,1033,832,912,asynch,24,391,0.20,early,25,80,1,82
1000,1034,816,913,asynch,21,386,0.20,early,25,97,1,82
1000,1035,845,935,asynch,21,355,0.20,early,25,90,1,82
1000,1036,823,919,asynch,20,355,0.20,early,25,96,1,83
1000,1037,812,922,asynch,16,387,0.20,early,25,110,1,83
1000,1038,834,936,asynch,15,375,0.20,early,25,102,1,83
1000,1039,808,906,asynch,21,366,0.20,early,25,98,1,83
1000,1040,847,951,asynch,25,379,0.20,early,25,104,1,83
1000,1041,831,929,asynch,22,385,0.20,early,25,98,1,83
1000,1042,833,906,asynch,18,339,0.20,early,25,73,1,83
1000,1043,816,957,asynch,16,359,0.20,early,25,141,1,83
1000,1044,858,949,asynch,21,368,0.20,early,25,91,1,83
1000,1045,862,942,asynch,21,386,0.20,early,25,80,1,83
1000,1046,834,925,asynch,21,346,0.20,early,25,91,1,83
1000,1047,800,946,asynch,16,340,0.20,early,25,146,1,83
1000,1048,835,914,asynch,18,384,0.20,early,25,79,1,83
1000,1049,798,960,asynch,29,363,0.20,early,25,162,1,83
1000,1050,825,1029,asynch,27,292,0.20,early,50,204,1,83
1000,1051,830,1036,asynch,21,278,0.20,early,50,206,1,83
1000,1052,807,1024,asynch,24,293,0.20,early,50,217,1,83
1000,1053,857,1014,asynch,27,334,0.20,early,50,157,1,83
1000,1054,832,1064,asynch,20,277,0.20,early,50,232,1,83
1000,1055,811,1026,asynch,22,262,0.20,early,50,215,1,83
1000,1056,828,1021,asynch,26,302,0.20,early,50,193,1,83
1000,1057,830,1017,asynch,27,285,0.20,early,50,187,1,83
1000,1058,814,1000,asynch,30,305,0.20,early,50,186,1,83
1000,1059,814,1050,asynch,21,292,0.20,early,50,236,1,83
1000,1060,834,999,asynch,30,288,0.20,early,50,165,1,83
1000,1061,843,1013,asynch,30,300,0.20,early,50,170,1,84
1000,1062,804,998,asynch,24,266,0.20,early,50,194,1,84
1000,1063,817,993,asynch,23,270,0.20,early,50,176,1,84
1000,1064,844,1026,asynch,41,307,0.20,early,50,182,1,84
1000,1065,826,971,asynch,21,310,0.20,early,50,145,1,84
1000,1066,852,1009,asynch,26,315,0.20,early,50,157,1,84
1000,1067,807,1018,asynch,31,319,0.20,early,50,211,1,84
1000,1068,839,1054,asynch,31,303,0.20,early,50,215,1,84
1000,1069,845,1020,asynch,25,290,0.20,early,50,175,1,84
1000,1070,817,993,asynch,24,303,0.20,early,50,176,1,84
1000,1071,862,1037,asynch,29,322,0.20,early,50,175,1,84
1000,1072,838,1030,asynch,33,297,0.20,early,50,192,1,84
1000,1073,851,1005,asynch,37,302,0.20,early,50,154,1,84
1000,1074,834,989,asynch,26,296,0.20,early,50,155,1,84
1000,1075,832,180,asynch,2,15,0.20,early,75,-652,1,84
1000,1078,821,120,asynch,0,1,0.20,early,75,-701,1,84
1000,1079,813,115,asynch,0,5,0.20,early,75,-698,1,84
1000,1080,839,151,asynch,0,2,0.20,early,75,-688,1,84
1000,1081,829,100,asynch,1,7,0.20,early,75,-729,1,84
1000,1082,829,181,asynch,1,6,0.20,early,75,-648,1,84
1000,1083,811,121,asynch,0,6,0.20,early,75,-690,1,84
1000,1085,833,153,asynch,3,7,0.20,early,75,-680,1,84
1000,1088,812,147,asynch,1,2,0.20,early,75,-665,1,84
1000,1090,826,153,asynch,0,9,0.20,early,75,-673,1,84
1000,1092,816,183,asynch,0,8,0.20,early,75,-633,1,84
1000,1125,678,773,synch,0,869,0.20,early,10,95,1,85
1000,1126,719,799,synch,0,854,0.20,early,10,80,1,85
1000,1127,773,768,synch,0,863,0.20,early,10,-5,1,85
1000,1128,729,759,synch,0,849,0.20,early,10,30,1,85
1000,1129,706,779,synch,0,849,0.20,early,10,73,1,85
1000,1130,739,871,synch,0,858,0.20,early,10,132,1,85
1000,1131,695,827,synch,0,862,0.20,early,10,132,1,85
1000,1132,691,789,synch,0,838,0.20,early,10,98,1,85
1000,1133,677,785,synch,0,855,0.20,early,10,108,1,85
1000,1134,694,746,synch,0,847,0.20,early,10,52,1,85
1000,1135,715,761,synch,0,839,0.20,early,10,46,1,85
1000,1136,719,806,synch,0,829,0.20,early,10,87,1,85
1000,1137,676,800,synch,0,846,0.20,early,10,124,1,85
1000,1138,686,745,synch,0,870,0.20,early,10,59,1,85
1000,1139,680,772,synch,0,822,0.20,early,10,92,1,85
1000,1140,689,746,synch,0,928,0.20,early,10,57,1,85
1000,1141,735,754,synch,0,850,0.20,early,10,19,1,85
1000,1142,715,846,synch,0,847,0.20,early,10,131,1,85
1000,1143,728,780,synch,0,841,0.20,early,10,52,1,85
1000,1144,705,789,synch,0,854,0.20,early,10,84,1,85
1000,1145,713,736,synch,0,818,0.20,early,10,23,1,85
1000,1146,719,797,synch,0,846,0.20,early,10,78,1,85
1000,1147,696,803,synch,0,839,0.20,early,10,107,1,85
1000,1148,708,844,synch,0,854,0.20,early,10,136,1,85
1000,1149,711,801,synch,0,886,0.20,early,10,90,1,85
1000,1150,685,897,synch,0,650,0.20,early,25,212,1,86
1000,1151,691,899,synch,0,614,0.20,early,25,208,1,86
1000,1152,708,891,synch,0,541,0.20,early,25,183,1,86
1000,1153,695,909,synch,0,497,0.20,early,25,214,1,86
1000,1154,683,917,synch,0,575,0.20,early,25,234,1,86
1000,1155,689,920,synch,0,655,0.20,early,25,231,1,86
1000,1156,717,836,synch,0,487,0.20,early,25,119,1,86
1000,1157,690,900,synch,0,670,0.20,early,25,210,1,86
1000,1158,691,926,synch,0,560,0.20,early,25,235,1,86
1000,1159,697,896,synch,0,554,0.20,early,25,199,1,86
1000,1160,736,922,synch,0,527,0.20,early,25,186,1,86
1000,1161,716,913,synch,0,710,0.20,early,25,197,1,86
1000,1162,699,921,synch,0,522,0.20,early,25,222,1,86
1000,1163,704,901,synch,0,539,0.20,early,25,197,1,86
1000,1164,696,899,synch,0,662,0.20,early,25,203,1,86
1000,1165,679,871,synch,0,588,0.20,early,25,192,1,86
1000,1166,702,896,synch,0,527,0.20,early,25,194,1,86
1000,1167,677,884,synch,0,718,0.20,early,25,207,1,86
1000,1168,692,893,synch,0,682,0.20,early,25,201,1,86
1000,1169,727,907,synch,0,641,0.20,early,25,180,1,86
1000,1170,706,927,synch,0,695,0.20,early,25,221,1,86
1000,1171,724,918,synch,0,537,0.20,early,25,194,1,86
1000,1172,662,906,synch,0,569,0.20,early,25,244,1,86
1000,1173,658,907,synch,0,513,0.20,early,25,249,1,86
1000,1174,684,952,synch,0,511,0.20,early,25,268,1,86
1000,1175,708,857,synch,0,506,0.20,early,50,149,1,87
1000,1176,721,816,synch,0,475,0.20,early,50,95,1,87
1000,1177,691,857,synch,0,419,0.20,early,50,166,1,87
1000,1178,711,829,synch,0,503,0.20,early,50,118,1,87
1000,1179,704,912,synch,0,514,0.20,early,50,208,1,87
1000,1180,713,853,synch,0,515,0.20,early,50,140,1,87
1000,1181,698,870,synch,0,465,0.20,early,50,172,1,87
1000,1182,698,861,synch,0,515,0.20,early,50,163,1,87
1000,1183,721,826,synch,0,473,0.20,early,50,105,1,87
1000,1184,746,891,synch,0,488,0.20,early,50,145,1,87
1000,1185,677,807,synch,0,484,0.20,early,50,130,1,87
1000,1186,669,813,synch,0,484,0.20,early,50,144,1,87
1000,1187,652,801,synch,0,432,0.20,early,50,149,1,87
1000,1188,724,785,synch,0,464,0.20,early,50,61,1,87
1000,1189,711,815,synch,0,493,0.20,early,50,104,1,87
1000,1190,681,866,synch,0,446,0.20,early,50,185,1,87
1000,1191,715,897,synch,0,437,0.20,early,50,182,1,87
1000,1192,687,859,synch,0,456,0.20,early,50,172,1,87
1000,1193,689,821,synch,0,452,0.20,early,50,132,1,87
1000,1194,681,876,synch,0,508,0.20,early,50,195,1,87
1000,1195,721,801,synch,0,449,0.20,early,50,80,1,87
1000,1196,653,819,synch,0,454,0.20,early,50,166,1,87
1000,1197,733,804,synch,0,440,0.20,early,50,71,1,87
1000,1198,678,871,synch,0,483,0.20,early,50,193,1,87
1000,1199,676,852,synch,0,489,0.20,early,50,176,1,87
1000,1200,669,103,synch,0,19,0.20,early,75,-566,1,88
1000,1201,665,117,synch,0,24,0.20,early,75,-548,1,88
1000,1202,709,110,synch,0,21,0.20,early,75,-599,1,88
1000,1203,701,112,synch,0,33,0.20,early,75,-589,1,88
1000,1204,679,137,synch,0,45,0.20,early,75,-542,1,88
1000,1205,699,98,synch,0,14,0.20,early,75,-601,1,88
1000,1206,702,114,synch,0,26,0.20,early,75,-588,1,88
1000,1207,698,109,synch,0,17,0.20,early,75,-589,1,88
1000,1208,658,94,synch,0,17,0.20,early,75,-564,1,88
1000,1209,695,94,synch,0,20,0.20,early,75,-601,1,88
1000,1210,690,116,synch,0,20,0.20,early,75,-574,1,88
1000,1211,684,99,synch,0,16,0.20,early,75,-585,1,88
1000,1212,666,88,synch,0,24,0.20,early,75,-578,1,88
1000,1213,758,133,synch,0,21,0.20,early,75,-625,1,88
1000,1214,672,87,synch,0,14,0.20,early,75,-585,1,88
1000,1215,699,94,synch,0,15,0.20,early,75,-605,1,88
1000,1216,729,109,synch,0,29,0.20,early,75,-620,1,88
1000,1217,677,102,synch,0,15,0.20,early,75,-575,1,88
1000,1218,687,97,synch,0,17,0.20,early,75,-590,1,88
1000,1219,710,89,synch,0,20,0.20,early,75,-621,1,88
1000,1220,740,105,synch,0,17,0.20,early,75,-635,1,88
1000,1221,690,121,synch,0,30,0.20,early,75,-569,1,88
1000,1222,679,135,synch,0,33,0.20,early,75,-544,1,88
1000,1223,687,105,synch,0,35,0.20,early,75,-582,1,88
1000,1224,656,130,synch,0,25,0.20,early,75,-526,1,88
