timesteps,trial,premort_total,postmort_total,hatch_interval,adult_number,total_mosquito_number,larvae_number,mort_time,mort_percent,tot,diff,pop_persist,treatment
770,644,19154,42,synch,0,0,0,early,90,0,-19112,0,17
770,649,20160,84,synch,0,0,0,early,90,0,-20076,0,17
840,625,18691,105,synch,0,0,0,early,90,0,-18586,0,17
840,628,20307,42,synch,0,0,0,early,90,0,-20265,0,17
840,636,19532,42,synch,0,0,0,early,90,0,-19490,0,17
840,637,19950,42,synch,0,0,0,early,90,0,-19908,0,17
840,638,19509,105,synch,0,0,0,early,90,0,-19404,0,17
840,639,19741,21,synch,0,0,0,early,90,0,-19720,0,17
840,640,19887,21,synch,0,0,0,early,90,0,-19866,0,17
840,645,20161,21,synch,0,0,0,early,90,0,-20140,0,17
910,633,19572,42,synch,0,0,0,early,90,0,-19530,0,17
910,635,18901,42,synch,0,0,0,early,90,0,-18859,0,17
910,646,19866,84,synch,0,0,0,early,90,0,-19782,0,17
910,648,19804,63,synch,0,0,0,early,90,0,-19741,0,17
1000,225,19467,18459,synch,0,915,915,late,10,915,-1008,1,18
1000,226,19803,18607,synch,0,955,955,late,10,955,-1196,1,18
1000,227,18985,19343,synch,0,896,896,late,10,896,358,1,18
1000,228,20079,18965,synch,0,891,891,late,10,891,-1114,1,18
1000,229,19216,18669,synch,0,876,876,late,10,876,-547,1,18
1000,230,18502,18228,synch,0,973,973,late,10,973,-274,1,18
1000,231,19091,18715,synch,0,915,915,late,10,915,-376,1,18
1000,232,19910,19049,synch,0,865,865,late,10,865,-861,1,18
1000,233,20792,19091,synch,0,878,878,late,10,878,-1701,1,18
1000,234,19866,19279,synch,0,936,936,late,10,936,-587,1,18
1000,235,20391,18691,synch,0,872,872,late,10,872,-1700,1,18
1000,236,19824,19238,synch,0,883,883,late,10,883,-586,1,18
1000,237,19531,18606,synch,0,875,875,late,10,875,-925,1,18
1000,238,20140,18524,synch,0,901,901,late,10,901,-1616,1,18
1000,239,20034,19742,synch,0,875,875,late,10,875,-292,1,18
1000,240,19362,18860,synch,0,841,841,late,10,841,-502,1,18
1000,241,19784,18376,synch,0,879,879,late,10,879,-1408,1,18
1000,242,20477,19216,synch,0,943,943,late,10,943,-1261,1,18
1000,243,19404,18354,synch,0,905,905,late,10,905,-1050,1,18
1000,244,20351,19406,synch,0,920,920,late,10,920,-945,1,18
1000,245,19322,19131,synch,0,886,886,late,10,886,-191,1,18
1000,246,19740,20685,synch,0,868,868,late,10,868,945,1,18
1000,247,19614,19763,synch,0,922,922,late,10,922,149,1,18
1000,248,20539,18586,synch,0,923,923,late,10,923,-1953,1,18
1000,249,19425,19005,synch,0,881,881,late,10,881,-420,1,18
1000,250,19971,17851,synch,0,869,869,late,25,869,-2120,1,19
1000,251,19300,17787,synch,0,842,842,late,25,842,-1513,1,19
1000,252,19742,17934,synch,0,872,872,late,25,872,-1808,1,19
1000,253,19551,18081,synch,0,792,792,late,25,792,-1470,1,19
1000,254,19321,17956,synch,0,857,857,late,25,857,-1365,1,19
1000,255,18942,17913,synch,0,842,842,late,25,842,-1029,1,19
1000,256,20602,17619,synch,0,814,814,late,25,814,-2983,1,19
1000,257,20204,18082,synch,0,845,845,late,25,845,-2122,1,19
1000,258,19341,16863,synch,0,837,837,late,25,837,-2478,1,19
1000,259,18650,17684,synch,0,800,800,late,25,800,-966,1,19
1000,260,19174,17262,synch,0,839,839,late,25,839,-1912,1,19
1000,261,19509,16863,synch,0,829,829,late,25,829,-2646,1,19
1000,262,20517,17724,synch,0,840,840,late,25,840,-2793,1,19
1000,263,19322,17683,synch,0,843,843,late,25,843,-1639,1,19
1000,264,19973,18123,synch,0,854,854,late,25,854,-1850,1,19
1000,265,18902,16359,synch,0,853,853,late,25,853,-2543,1,19
1000,266,20475,17179,synch,0,849,849,late,25,849,-3296,1,19
1000,267,19721,16297,synch,0,816,816,late,25,816,-3424,1,19
1000,268,18900,17641,synch,0,810,810,late,25,810,-1259,1,19
1000,269,19950,17283,synch,0,834,834,late,25,834,-2667,1,19
1000,270,18882,17661,synch,0,838,838,late,25,838,-1221,1,19
1000,271,19196,17388,synch,0,824,824,late,25,824,-1808,1,19
1000,272,20204,18124,synch,0,848,848,late,25,848,-2080,1,19
1000,273,20250,17118,synch,0,816,816,late,25,816,-3132,1,19
1000,274,19236,16927,synch,0,811,811,late,25,811,-2309,1,19
1000,275,18333,14049,synch,0,626,626,late,50,626,-4284,1,20
1000,276,19028,14910,synch,0,701,701,late,50,701,-4118,1,20
1000,277,18796,13461,synch,0,673,673,late,50,673,-5335,1,20
1000,278,19155,15603,synch,0,656,656,late,50,656,-3552,1,20
1000,279,20183,14847,synch,0,688,688,late,50,688,-5336,1,20
1000,280,19678,15393,synch,0,684,684,late,50,684,-4285,1,20
1000,281,20013,14785,synch,0,692,692,late,50,692,-5228,1,20
1000,282,19847,14049,synch,0,599,599,late,50,599,-5798,1,20
1000,283,19616,14994,synch,0,644,644,late,50,644,-4622,1,20
1000,284,20286,14890,synch,0,656,656,late,50,656,-5396,1,20
1000,285,19637,15519,synch,0,690,690,late,50,690,-4118,1,20
1000,286,19427,14260,synch,0,643,643,late,50,643,-5167,1,20
1000,287,20580,14511,synch,0,635,635,late,50,635,-6069,1,20
1000,288,19047,15708,synch,0,741,741,late,50,741,-3339,1,20
1000,289,19111,13965,synch,0,623,623,late,50,623,-5146,1,20
1000,290,19615,14196,synch,0,749,749,late,50,749,-5419,1,20
1000,291,18544,14469,synch,0,635,635,late,50,635,-4075,1,20
1000,292,18502,13988,synch,0,678,678,late,50,678,-4514,1,20
1000,293,18502,13734,synch,0,603,603,late,50,603,-4768,1,20
1000,294,18403,13820,synch,0,594,594,late,50,594,-4583,1,20
1000,295,19846,14616,synch,0,690,690,late,50,690,-5230,1,20
1000,296,19302,14070,synch,0,623,623,late,50,623,-5232,1,20
1000,297,20391,15246,synch,0,780,780,late,50,780,-5145,1,20
1000,298,19386,12684,synch,0,558,558,late,50,558,-6702,1,20
1000,299,19194,13692,synch,0,689,689,late,50,689,-5502,1,20
1000,300,18460,10920,synch,0,377,377,late,75,377,-7540,1,21
1000,301,19405,11445,synch,0,516,516,late,75,516,-7960,1,21
1000,302,18335,11151,synch,0,581,581,late,75,581,-7184,1,21
1000,303,19321,11216,synch,0,452,452,late,75,452,-8105,1,21
1000,304,19994,12663,synch,0,503,503,late,75,503,-7331,1,21
1000,305,18753,11235,synch,0,583,583,late,75,583,-7518,1,21
1000,306,18963,10416,synch,0,464,464,late,75,464,-8547,1,21
1000,307,21066,12621,synch,0,560,560,late,75,560,-8445,1,21
1000,308,20518,12664,synch,0,549,549,late,75,549,-7854,1,21
1000,309,20727,13440,synch,0,511,511,late,75,511,-7287,1,21
1000,310,17997,8779,synch,0,443,443,late,75,443,-9218,1,21
1000,311,18985,10857,synch,0,440,440,late,75,440,-8128,1,21
1000,312,20415,12495,synch,0,537,537,late,75,537,-7920,1,21
1000,313,18921,11152,synch,0,459,459,late,75,459,-7769,1,21
1000,314,19196,10458,synch,0,446,446,late,75,446,-8738,1,21
1000,315,19762,11676,synch,0,586,586,late,75,586,-8086,1,21
1000,316,18858,12138,synch,0,581,581,late,75,581,-6720,1,21
1000,317,19866,11382,synch,0,592,592,late,75,592,-8484,1,21
1000,318,18186,11382,synch,0,488,488,late,75,488,-6804,1,21
1000,319,18483,10500,synch,0,494,494,late,75,494,-7983,1,21
1000,320,20161,10290,synch,0,554,554,late,75,554,-9871,1,21
1000,321,20266,11109,synch,0,446,446,late,75,446,-9157,1,21
1000,322,18922,9996,synch,0,474,474,late,75,474,-8926,1,21
1000,323,17726,9513,synch,0,492,492,late,75,492,-8213,1,21
1000,324,17913,10290,synch,0,482,482,late,75,482,-7623,1,21
1000,325,19951,9114,synch,0,445,445,late,90,445,-10837,1,22
1000,326,20416,10858,synch,0,540,540,late,90,540,-9558,1,22
1000,327,18986,9597,synch,0,525,525,late,90,525,-9389,1,22
1000,328,18590,6427,synch,0,313,313,late,90,313,-12163,1,22
1000,329,19638,10795,synch,0,540,540,late,90,540,-8843,1,22
1000,330,19824,11235,synch,0,581,581,late,90,581,-8589,1,22
1000,331,18397,6657,synch,0,274,274,late,90,274,-11740,1,22
1000,332,19468,8066,synch,0,416,416,late,90,416,-11402,1,22
1000,333,19824,11088,synch,0,528,528,late,90,528,-8736,1,22
1000,334,20751,10227,synch,0,577,577,late,90,577,-10524,1,22
1000,335,18965,12370,synch,0,562,562,late,90,562,-6595,1,22
1000,336,20181,11781,synch,0,545,545,late,90,545,-8400,1,22
1000,337,19300,8148,synch,0,397,397,late,90,397,-11152,1,22
1000,338,19362,10143,synch,0,547,547,late,90,547,-9219,1,22
1000,339,19803,12117,synch,0,551,551,late,90,551,-7686,1,22
1000,340,20057,11970,synch,0,568,568,late,90,568,-8087,1,22
1000,341,19677,11151,synch,0,574,574,late,90,574,-8526,1,22
1000,342,19635,10038,synch,0,597,597,late,90,597,-9597,1,22
1000,343,20769,11025,synch,0,537,537,late,90,537,-9744,1,22
1000,344,20119,12243,synch,0,549,549,late,90,549,-7876,1,22
1000,345,19467,8505,synch,0,436,436,late,90,436,-10962,1,22
1000,346,19616,10374,synch,0,533,533,late,90,533,-9242,1,22
1000,347,20183,10584,synch,0,462,462,late,90,462,-9599,1,22
1000,348,19488,8631,synch,0,298,298,late,90,298,-10857,1,22
1000,349,19383,7477,synch,0,321,321,late,90,321,-11906,1,22
