timesteps,trial,premort_adults,postmort_adults,hatch_interval,adult_number,total_mosquito_number,moves,mort_time,mort_percent,diff,pop_persist,treatment
1000,442,675,580,synch,0,635,1,late,50,-95,1,31
1000,443,687,562,synch,0,681,1,late,50,-125,1,31
1000,444,710,557,synch,0,682,1,late,50,-153,1,31
1000,445,648,564,synch,0,625,1,late,50,-84,1,31
1000,446,692,543,synch,0,647,1,late,50,-149,1,31
1000,447,703,559,synch,0,727,1,late,50,-144,1,31
1000,448,749,544,synch,0,608,1,late,50,-205,1,31
1000,449,696,547,synch,0,761,1,late,50,-149,1,31
1000,450,686,404,synch,0,528,1,late,75,-282,1,32
1000,451,671,399,synch,0,428,1,late,75,-272,1,32
1000,452,718,399,synch,0,496,1,late,75,-319,1,32
1000,453,716,367,synch,0,556,1,late,75,-349,1,32
1000,454,691,391,synch,0,570,1,late,75,-300,1,32
1000,455,663,413,synch,0,488,1,late,75,-250,1,32
1000,456,720,379,synch,0,537,1,late,75,-341,1,32
1000,457,685,373,synch,0,543,1,late,75,-312,1,32
1000,458,687,425,synch,0,528,1,late,75,-262,1,32
1000,459,681,397,synch,0,562,1,late,75,-284,1,32
1000,460,693,399,synch,0,520,1,late,75,-294,1,32
1000,461,693,404,synch,0,480,1,late,75,-289,1,32
1000,462,687,380,synch,0,510,1,late,75,-307,1,32
1000,463,671,389,synch,0,512,1,late,75,-282,1,32
1000,464,712,400,synch,0,491,1,late,75,-312,1,32
1000,465,721,396,synch,0,539,1,late,75,-325,1,32
1000,466,670,396,synch,0,584,1,late,75,-274,1,32
1000,467,689,371,synch,0,488,1,late,75,-318,1,32
1000,468,681,405,synch,0,454,1,late,75,-276,1,32
1000,469,700,394,synch,0,504,1,late,75,-306,1,32
1000,470,683,374,synch,0,495,1,late,75,-309,1,32
1000,471,696,363,synch,0,553,1,late,75,-333,1,32
1000,472,714,385,synch,0,632,1,late,75,-329,1,32
1000,473,658,397,synch,0,432,1,late,75,-261,1,32
1000,474,680,396,synch,0,509,1,late,75,-284,1,32
1000,475,698,313,synch,0,273,1,late,90,-385,1,33
1000,476,698,292,synch,0,572,1,late,90,-406,1,33
1000,477,670,312,synch,0,309,1,late,90,-358,1,33
1000,478,665,315,synch,0,299,1,late,90,-350,1,33
1000,479,688,288,synch,0,257,1,late,90,-400,1,33
1000,480,701,317,synch,0,305,1,late,90,-384,1,33
1000,481,691,290,synch,0,556,1,late,90,-401,1,33
1000,482,675,285,synch,0,542,1,late,90,-390,1,33
1000,483,684,306,synch,0,534,1,late,90,-378,1,33
1000,484,678,302,synch,0,556,1,late,90,-376,1,33
1000,485,673,310,synch,0,518,1,late,90,-363,1,33
1000,486,703,301,synch,0,493,1,late,90,-402,1,33
1000,487,753,311,synch,0,333,1,late,90,-442,1,33
1000,488,677,293,synch,0,590,1,late,90,-384,1,33
1000,489,672,303,synch,0,593,1,late,90,-369,1,33
1000,490,651,304,synch,0,447,1,late,90,-347,1,33
1000,491,691,309,synch,0,278,1,late,90,-382,1,33
1000,492,719,292,synch,0,552,1,late,90,-427,1,33
1000,493,727,310,synch,0,500,1,late,90,-417,1,33
1000,494,689,315,synch,0,560,1,late,90,-374,1,33
1000,495,692,308,synch,0,533,1,late,90,-384,1,33
1000,496,651,297,synch,0,569,1,late,90,-354,1,33
1000,497,718,294,synch,0,360,1,late,90,-424,1,33
1000,498,702,302,synch,0,526,1,late,90,-400,1,33
1000,499,668,298,synch,0,272,1,late,90,-370,1,33
1000,25,799,791,asynch,23,433,1,control,0,-8,1,34
1000,26,820,841,asynch,16,402,1,control,0,21,1,34
1000,27,802,862,asynch,25,427,1,control,0,60,1,34
1000,28,821,831,asynch,19,374,1,control,0,10,1,34
1000,29,822,812,asynch,22,408,1,control,0,-10,1,34
1000,30,833,828,asynch,18,425,1,control,0,-5,1,34
1000,31,823,848,asynch,16,426,1,control,0,25,1,34
1000,32,826,851,asynch,18,464,1,control,0,25,1,34
1000,33,833,843,asynch,18,388,1,control,0,10,1,34
1000,34,826,833,asynch,16,444,1,control,0,7,1,34
1000,35,806,838,asynch,20,462,1,control,0,32,1,34
1000,36,831,843,asynch,14,415,1,control,0,12,1,34
1000,37,841,859,asynch,25,393,1,control,0,18,1,34
1000,38,861,850,asynch,25,428,1,control,0,-11,1,34
1000,39,841,829,asynch,13,397,1,control,0,-12,1,34
1000,40,842,819,asynch,18,406,1,control,0,-23,1,34
1000,41,855,831,asynch,24,402,1,control,0,-24,1,34
1000,42,841,856,asynch,16,431,1,control,0,15,1,34
1000,43,827,820,asynch,26,405,1,control,0,-7,1,34
1000,44,839,814,asynch,22,431,1,control,0,-25,1,34
1000,45,861,834,asynch,16,438,1,control,0,-27,1,34
1000,46,809,845,asynch,17,432,1,control,0,36,1,34
1000,47,831,844,asynch,16,419,1,control,0,13,1,34
1000,48,830,842,asynch,22,446,1,control,0,12,1,34
1000,49,814,827,asynch,19,380,1,control,0,13,1,34
1000,0,683,645,synch,0,927,1,control,0,-38,1,35
1000,1,702,724,synch,0,921,1,control,0,22,1,35
1000,2,675,709,synch,0,943,1,control,0,34,1,35
1000,3,651,667,synch,0,907,1,control,0,16,1,35
1000,4,734,669,synch,0,949,1,control,0,-65,1,35
1000,5,663,658,synch,0,985,1,control,0,-5,1,35
1000,6,676,725,synch,0,928,1,control,0,49,1,35
1000,7,691,694,synch,0,983,1,control,0,3,1,35
1000,8,704,718,synch,0,958,1,control,0,14,1,35
1000,9,713,741,synch,0,920,1,control,0,28,1,35
1000,10,703,711,synch,0,968,1,control,0,8,1,35
1000,11,666,694,synch,0,922,1,control,0,28,1,35
1000,12,675,695,synch,0,953,1,control,0,20,1,35
1000,13,662,680,synch,0,925,1,control,0,18,1,35
1000,14,733,684,synch,0,927,1,control,0,-49,1,35
1000,15,686,708,synch,0,906,1,control,0,22,1,35
1000,16,682,678,synch,0,897,1,control,0,-4,1,35
1000,17,716,676,synch,0,882,1,control,0,-40,1,35
1000,18,696,703,synch,0,964,1,control,0,7,1,35
1000,19,685,715,synch,0,944,1,control,0,30,1,35
1000,20,683,691,synch,0,838,1,control,0,8,1,35
1000,21,662,716,synch,0,936,1,control,0,54,1,35
1000,22,699,723,synch,0,931,1,control,0,24,1,35
1000,23,733,711,synch,0,929,1,control,0,-22,1,35
1000,24,741,698,synch,0,883,1,control,0,-43,1,35
568,1114,837,0,asynch,0,0,1,early,90,-837,0,36
578,1121,800,0,asynch,0,0,1,early,90,-800,0,36
584,1107,813,0,asynch,0,0,1,early,90,-813,0,36
586,1111,838,0,asynch,0,0,1,early,90,-838,0,36
586,1115,838,0,asynch,0,0,1,early,90,-838,0,36
587,1118,783,0,asynch,0,0,1,early,90,-783,0,36
590,1112,800,0,asynch,0,0,1,early,90,-800,0,36
590,1116,816,0,asynch,0,0,1,early,90,-816,0,36
591,1101,808,0,asynch,0,0,1,early,90,-808,0,36
591,1102,841,0,asynch,0,0,1,early,90,-841,0,36
592,1122,813,0,asynch,0,0,1,early,90,-813,0,36
593,1123,834,0,asynch,0,0,1,early,90,-834,0,36
599,1104,834,0,asynch,0,0,1,early,90,-834,0,36
600,1120,819,0,asynch,0,0,1,early,90,-819,0,36
600,1124,816,0,asynch,0,0,1,early,90,-816,0,36
602,1106,838,0,asynch,0,0,1,early,90,-838,0,36
605,1105,801,0,asynch,0,0,1,early,90,-801,0,36
605,1119,836,0,asynch,0,0,1,early,90,-836,0,36
606,1117,837,0,asynch,0,0,1,early,90,-837,0,36
614,1110,850,0,asynch,0,0,1,early,90,-850,0,36
615,1109,831,0,asynch,0,0,1,early,90,-831,0,36
615,1113,810,0,asynch,0,0,1,early,90,-810,0,36
616,1108,829,0,asynch,0,0,1,early,90,-829,0,36
630,1230,718,0,synch,0,0,1,early,90,-718,0,36
661,1103,833,2,asynch,0,0,1,early,90,-831,0,36
681,1100,846,3,asynch,0,0,1,early,90,-843,0,37
700,1225,692,4,synch,0,0,1,early,90,-688,0,37
700,1228,662,1,synch,0,0,1,early,90,-661,0,37
700,1234,672,1,synch,0,0,1,early,90,-671,0,37
700,1236,724,1,synch,0,0,1,early,90,-723,0,37
700,1238,682,2,synch,0,0,1,early,90,-680,0,37
700,1240,704,2,synch,0,0,1,early,90,-702,0,37
700,1244,712,2,synch,0,0,1,early,90,-710,0,37
770,1229,688,6,synch,0,0,1,early,90,-682,0,37
770,1235,715,7,synch,0,0,1,early,90,-708,0,37
770,1239,704,7,synch,0,0,1,early,90,-697,0,37
770,1243,698,12,synch,0,0,1,early,90,-686,0,37
770,1248,693,6,synch,0,0,1,early,90,-687,0,37
792,1076,828,83,asynch,0,0,1,early,75,-745,0,37
795,1086,820,99,asynch,0,0,1,early,75,-721,0,37
834,1084,837,79,asynch,0,0,1,early,75,-758,0,37
840,1098,791,137,asynch,0,0,1,early,75,-654,0,37
840,1232,691,6,synch,0,0,1,early,90,-685,0,37
840,1233,689,7,synch,0,0,1,early,90,-682,0,37
840,1241,704,7,synch,0,0,1,early,90,-697,0,37
840,1242,697,3,synch,0,0,1,early,90,-694,0,37
866,1077,852,65,asynch,0,0,1,early,75,-787,0,37
889,1096,853,128,asynch,0,0,1,early,75,-725,0,37
910,1226,729,9,synch,0,0,1,early,90,-720,0,37
910,1231,693,8,synch,0,0,1,early,90,-685,0,37
910,1237,691,6,synch,0,0,1,early,90,-685,0,38
910,1245,692,7,synch,0,0,1,early,90,-685,0,38
910,1246,697,8,synch,0,0,1,early,90,-689,0,38
910,1247,694,8,synch,0,0,1,early,90,-686,0,38
910,1249,670,9,synch,0,0,1,early,90,-661,0,38
925,1089,826,143,asynch,0,0,1,early,75,-683,0,38
927,1091,827,135,asynch,0,0,1,early,75,-692,0,38
944,1097,845,88,asynch,0,0,1,early,75,-757,0,38
945,1094,820,145,asynch,0,0,1,early,75,-675,0,38
958,1087,814,120,asynch,0,0,1,early,75,-694,0,38
958,1095,850,122,asynch,0,0,1,early,75,-728,0,38
977,1099,812,103,asynch,0,0,1,early,75,-709,0,38
978,1093,834,132,asynch,0,0,1,early,75,-702,0,38
980,1227,658,10,synch,0,0,1,early,90,-648,0,38
1000,1000,853,877,asynch,23,392,1,early,10,24,1,38
1000,1001,849,858,asynch,22,404,1,early,10,9,1,38
1000,1002,814,896,asynch,22,408,1,early,10,82,1,38
1000,1003,815,863,asynch,18,366,1,early,10,48,1,38
1000,1004,860,849,asynch,15,396,1,early,10,-11,1,38
1000,1005,864,848,asynch,15,389,1,early,10,-16,1,38
1000,1006,856,857,asynch,25,393,1,early,10,1,1,38
1000,1007,838,856,asynch,16,362,1,early,10,18,1,38
1000,1008,827,850,asynch,15,383,1,early,10,23,1,38
1000,1009,821,871,asynch,21,404,1,early,10,50,1,38
1000,1010,850,876,asynch,13,389,1,early,10,26,1,38
1000,1011,804,859,asynch,19,386,1,early,10,55,1,39
1000,1012,815,865,asynch,22,421,1,early,10,50,1,39
1000,1013,849,828,asynch,19,397,1,early,10,-21,1,39
1000,1014,819,881,asynch,22,408,1,early,10,62,1,39
1000,1015,844,848,asynch,14,382,1,early,10,4,1,39
1000,1016,831,875,asynch,27,397,1,early,10,44,1,39
1000,1017,827,869,asynch,12,351,1,early,10,42,1,39
1000,1018,830,860,asynch,14,402,1,early,10,30,1,39
1000,1019,846,853,asynch,21,385,1,early,10,7,1,39
1000,1020,813,859,asynch,18,425,1,early,10,46,1,39
1000,1021,828,907,asynch,14,423,1,early,10,79,1,39
1000,1022,850,841,asynch,17,376,1,early,10,-9,1,39
1000,1023,845,848,asynch,24,379,1,early,10,3,1,39
1000,1024,819,851,asynch,26,411,1,early,10,32,1,39
1000,1025,841,955,asynch,28,388,1,early,25,114,1,39
1000,1026,854,945,asynch,18,379,1,early,25,91,1,39
1000,1027,824,918,asynch,23,396,1,early,25,94,1,39
1000,1028,846,938,asynch,20,365,1,early,25,92,1,39
1000,1029,824,931,asynch,24,413,1,early,25,107,1,39
1000,1030,827,952,asynch,29,387,1,early,25,125,1,39
1000,1031,825,933,asynch,21,367,1,early,25,108,1,39
1000,1032,828,892,asynch,21,404,1,early,25,64,1,39
1000,1033,832,912,asynch,24,391,1,early,25,80,1,39
1000,1034,816,913,asynch,21,386,1,early,25,97,1,39
1000,1035,845,935,asynch,21,355,1,early,25,90,1,39
1000,1036,823,919,asynch,20,355,1,early,25,96,1,40
1000,1037,812,922,asynch,16,387,1,early,25,110,1,40
1000,1038,834,936,asynch,15,375,1,early,25,102,1,40
1000,1039,808,906,asynch,21,366,1,early,25,98,1,40
1000,1040,847,951,asynch,25,379,1,early,25,104,1,40
1000,1041,831,929,asynch,22,385,1,early,25,98,1,40
1000,1042,833,906,asynch,18,339,1,early,25,73,1,40
1000,1043,816,957,asynch,16,359,1,early,25,141,1,40
1000,1044,858,949,asynch,21,368,1,early,25,91,1,40
1000,1045,862,942,asynch,21,386,1,early,25,80,1,40
1000,1046,834,925,asynch,21,346,1,early,25,91,1,40
1000,1047,800,946,asynch,16,340,1,early,25,146,1,40
1000,1048,835,914,asynch,18,384,1,early,25,79,1,40
1000,1049,798,960,asynch,29,363,1,early,25,162,1,40
1000,1050,825,1029,asynch,27,292,1,early,50,204,1,40
1000,1051,830,1036,asynch,21,278,1,early,50,206,1,40
1000,1052,807,1024,asynch,24,293,1,early,50,217,1,40
1000,1053,857,1014,asynch,27,334,1,early,50,157,1,40
1000,1054,832,1064,asynch,20,277,1,early,50,232,1,40
1000,1055,811,1026,asynch,22,262,1,early,50,215,1,40
1000,1056,828,1021,asynch,26,302,1,early,50,193,1,40
1000,1057,830,1017,asynch,27,285,1,early,50,187,1,40
1000,1058,814,1000,asynch,30,305,1,early,50,186,1,40
1000,1059,814,1050,asynch,21,292,1,early,50,236,1,40
1000,1060,834,999,asynch,30,288,1,early,50,165,1,40
1000,1061,843,1013,asynch,30,300,1,early,50,170,1,41
1000,1062,804,998,asynch,24,266,1,early,50,194,1,41
1000,1063,817,993,asynch,23,270,1,early,50,176,1,41
1000,1064,844,1026,asynch,41,307,1,early,50,182,1,41
1000,1065,826,971,asynch,21,310,1,early,50,145,1,41
1000,1066,852,1009,asynch,26,315,1,early,50,157,1,41
1000,1067,807,1018,asynch,31,319,1,early,50,211,1,41
1000,1068,839,1054,asynch,31,303,1,early,50,215,1,41
1000,1069,845,1020,asynch,25,290,1,early,50,175,1,41
1000,1070,817,993,asynch,24,303,1,early,50,176,1,41
1000,1071,862,1037,asynch,29,322,1,early,50,175,1,41
1000,1072,838,1030,asynch,33,297,1,early,50,192,1,41
1000,1073,851,1005,asynch,37,302,1,early,50,154,1,41
1000,1074,834,989,asynch,26,296,1,early,50,155,1,41
1000,1075,832,180,asynch,2,15,1,early,75,-652,1,41
1000,1078,821,120,asynch,0,1,1,early,75,-701,1,41
1000,1079,813,115,asynch,0,5,1,early,75,-698,1,41
1000,1080,839,151,asynch,0,2,1,early,75,-688,1,41
1000,1081,829,100,asynch,1,7,1,early,75,-729,1,41
1000,1082,829,181,asynch,1,6,1,early,75,-648,1,41
1000,1083,811,121,asynch,0,6,1,early,75,-690,1,41
1000,1085,833,153,asynch,3,7,1,early,75,-680,1,41
1000,1088,812,147,asynch,1,2,1,early,75,-665,1,41
1000,1090,826,153,asynch,0,9,1,early,75,-673,1,41
1000,1092,816,183,asynch,0,8,1,early,75,-633,1,41
1000,1125,678,773,synch,0,869,1,early,10,95,1,42
1000,1126,719,799,synch,0,854,1,early,10,80,1,42
1000,1127,773,768,synch,0,863,1,early,10,-5,1,42
1000,1128,729,759,synch,0,849,1,early,10,30,1,42
1000,1129,706,779,synch,0,849,1,early,10,73,1,42
1000,1130,739,871,synch,0,858,1,early,10,132,1,42
1000,1131,695,827,synch,0,862,1,early,10,132,1,42
1000,1132,691,789,synch,0,838,1,early,10,98,1,42
1000,1133,677,785,synch,0,855,1,early,10,108,1,42
1000,1134,694,746,synch,0,847,1,early,10,52,1,42
1000,1135,715,761,synch,0,839,1,early,10,46,1,42
1000,1136,719,806,synch,0,829,1,early,10,87,1,42
1000,1137,676,800,synch,0,846,1,early,10,124,1,42
1000,1138,686,745,synch,0,870,1,early,10,59,1,42
1000,1139,680,772,synch,0,822,1,early,10,92,1,42
1000,1140,689,746,synch,0,928,1,early,10,57,1,42
1000,1141,735,754,synch,0,850,1,early,10,19,1,42
1000,1142,715,846,synch,0,847,1,early,10,131,1,42
1000,1143,728,780,synch,0,841,1,early,10,52,1,42
1000,1144,705,789,synch,0,854,1,early,10,84,1,42
1000,1145,713,736,synch,0,818,1,early,10,23,1,42
1000,1146,719,797,synch,0,846,1,early,10,78,1,42
1000,1147,696,803,synch,0,839,1,early,10,107,1,42
1000,1148,708,844,synch,0,854,1,early,10,136,1,42
1000,1149,711,801,synch,0,886,1,early,10,90,1,42
1000,1150,685,897,synch,0,650,1,early,25,212,1,43
1000,1151,691,899,synch,0,614,1,early,25,208,1,43
1000,1152,708,891,synch,0,541,1,early,25,183,1,43
1000,1153,695,909,synch,0,497,1,early,25,214,1,43
1000,1154,683,917,synch,0,575,1,early,25,234,1,43
1000,1155,689,920,synch,0,655,1,early,25,231,1,43
1000,1156,717,836,synch,0,487,1,early,25,119,1,43
1000,1157,690,900,synch,0,670,1,early,25,210,1,43
1000,1158,691,926,synch,0,560,1,early,25,235,1,43
1000,1159,697,896,synch,0,554,1,early,25,199,1,43
1000,1160,736,922,synch,0,527,1,early,25,186,1,43
1000,1161,716,913,synch,0,710,1,early,25,197,1,43
1000,1162,699,921,synch,0,522,1,early,25,222,1,43
1000,1163,704,901,synch,0,539,1,early,25,197,1,43
1000,1164,696,899,synch,0,662,1,early,25,203,1,43
1000,1165,679,871,synch,0,588,1,early,25,192,1,43
1000,1166,702,896,synch,0,527,1,early,25,194,1,43
1000,1167,677,884,synch,0,718,1,early,25,207,1,43
1000,1168,692,893,synch,0,682,1,early,25,201,1,43
1000,1169,727,907,synch,0,641,1,early,25,180,1,43
1000,1170,706,927,synch,0,695,1,early,25,221,1,43
1000,1171,724,918,synch,0,537,1,early,25,194,1,43
1000,1172,662,906,synch,0,569,1,early,25,244,1,43
1000,1173,658,907,synch,0,513,1,early,25,249,1,43
1000,1174,684,952,synch,0,511,1,early,25,268,1,43
1000,1175,708,857,synch,0,506,1,early,50,149,1,44
1000,1176,721,816,synch,0,475,1,early,50,95,1,44
1000,1177,691,857,synch,0,419,1,early,50,166,1,44
1000,1178,711,829,synch,0,503,1,early,50,118,1,44
1000,1179,704,912,synch,0,514,1,early,50,208,1,44
1000,1180,713,853,synch,0,515,1,early,50,140,1,44
1000,1181,698,870,synch,0,465,1,early,50,172,1,44
1000,1182,698,861,synch,0,515,1,early,50,163,1,44
1000,1183,721,826,synch,0,473,1,early,50,105,1,44
1000,1184,746,891,synch,0,488,1,early,50,145,1,44
1000,1185,677,807,synch,0,484,1,early,50,130,1,44
1000,1186,669,813,synch,0,484,1,early,50,144,1,44
1000,1187,652,801,synch,0,432,1,early,50,149,1,44
1000,1188,724,785,synch,0,464,1,early,50,61,1,44
1000,1189,711,815,synch,0,493,1,early,50,104,1,44
1000,1190,681,866,synch,0,446,1,early,50,185,1,44
1000,1191,715,897,synch,0,437,1,early,50,182,1,44
1000,1192,687,859,synch,0,456,1,early,50,172,1,44
1000,1193,689,821,synch,0,452,1,early,50,132,1,44
1000,1194,681,876,synch,0,508,1,early,50,195,1,44
1000,1195,721,801,synch,0,449,1,early,50,80,1,44
1000,1196,653,819,synch,0,454,1,early,50,166,1,44
1000,1197,733,804,synch,0,440,1,early,50,71,1,44
1000,1198,678,871,synch,0,483,1,early,50,193,1,44
1000,1199,676,852,synch,0,489,1,early,50,176,1,44
1000,1200,669,103,synch,0,19,1,early,75,-566,1,45
1000,1201,665,117,synch,0,24,1,early,75,-548,1,45
1000,1202,709,110,synch,0,21,1,early,75,-599,1,45
1000,1203,701,112,synch,0,33,1,early,75,-589,1,45
1000,1204,679,137,synch,0,45,1,early,75,-542,1,45
1000,1205,699,98,synch,0,14,1,early,75,-601,1,45
1000,1206,702,114,synch,0,26,1,early,75,-588,1,45
1000,1207,698,109,synch,0,17,1,early,75,-589,1,45
1000,1208,658,94,synch,0,17,1,early,75,-564,1,45
1000,1209,695,94,synch,0,20,1,early,75,-601,1,45
1000,1210,690,116,synch,0,20,1,early,75,-574,1,45
1000,1211,684,99,synch,0,16,1,early,75,-585,1,45
1000,1212,666,88,synch,0,24,1,early,75,-578,1,45
1000,1213,758,133,synch,0,21,1,early,75,-625,1,45
1000,1214,672,87,synch,0,14,1,early,75,-585,1,45
1000,1215,699,94,synch,0,15,1,early,75,-605,1,45
1000,1216,729,109,synch,0,29,1,early,75,-620,1,45
1000,1217,677,102,synch,0,15,1,early,75,-575,1,45
1000,1218,687,97,synch,0,17,1,early,75,-590,1,45
1000,1219,710,89,synch,0,20,1,early,75,-621,1,45
1000,1220,740,105,synch,0,17,1,early,75,-635,1,45
1000,1221,690,121,synch,0,30,1,early,75,-569,1,45
1000,1222,679,135,synch,0,33,1,early,75,-544,1,45
1000,1223,687,105,synch,0,35,1,early,75,-582,1,45
1000,1224,656,130,synch,0,25,1,early,75,-526,1,45
